date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert
2024-01-28,sunday,kandilli,5.36,3,lunch,alaca corba,kiymali karnabahar,karnabahar graten,soslu makarna,"yogurt, gazoz, salata"
2024-01-29,monday,kandilli,4.14,73,lunch,tarhana corba,tas kebabi,falafel,"melek pilavi, bulgur pilavi","soda, salata, revani"
2024-01-30,tuesday,kandilli,5.11,57,lunch,yayla corba,etli taze fasulye,zy.taze fasulye,"bulgur pilavi, sehriyeli pirinc pilavi","salata, meyve, cilekli puding"
2024-01-31,wednesday,kandilli,6.29,77,lunch,mercimek corba,iskender kebap,mucver,soslu makarna,"mor salata, meyve, portakalli gazoz"
2024-02-01,thursday,kandilli,7.24,60,lunch,kafkas corba,firin hindi,mantar sote,"ic pilavi, cevizli eriste","gazoz, havuc borani, salata"
2024-02-02,friday,kandilli,7.84,84,lunch,ezogelin corba,pideli kofte,harput kofte,"arpa sehriyeli pirinc pilavi, mercimekli bulgur pilavi","soda, sekerpare, meyve"
2024-02-03,saturday,kandilli,8.54,17,lunch,sehriye corba,bahcivan kebabi,bugdayli pazi,kuskus,"yogurt, meyve, soda"
2024-02-04,sunday,kandilli,8.56,28,lunch,gendime corba,adana kofte,zy.brokoli,soslu makarna,"meyve, salata, soda"
2024-02-05,monday,kandilli,13.64,61,lunch,alaca corba,etli taze fasulye,etsiz taze fasulye,bulgur pilavi,"kabak tatlisi, mevsim salata, soda"
2024-02-06,tuesday,kandilli,15.79,76,lunch,mercimek corba,etli biber dolma,zy.dolma,"gul boregi, soslu makarna","salata, limonata, meyve"
2024-02-07,wednesday,kandilli,16.06,96,lunch,domates corba,balik pane,mucver,"zy. orbit fasulye, soslu makarna","helva, roka salatasi, meyve suyu"
2024-02-08,thursday,kandilli,17.05,110,lunch,andaloz corba,firin kofte,pirasa yemegi,peynirli makarna,"muzlu puding, yesil salata, soda"
2024-02-09,friday,kandilli,15.87,108,lunch,sehriye corba,arnavut cigeri,falafel,bulgur pilavi,"ayran, cevizli baklava, mevsim salata"
2024-02-10,saturday,kandilli,16.47,52,lunch,sifa corba,etli barbunya,zy.barbunya,bulgur pilavi,"yogurt, mevsim salata, gazoz"
2024-02-11,sunday,kandilli,17.19,145,lunch,elvankiz corba,tas kebabi,zy.kereviz,soslu makarna,"pembe sultan, meyve, ayran"
2024-02-12,monday,kandilli,16.14,186,lunch,kabak corba,izgara tavuk,zy. bruksel lahanasi,"peynirli makarna, sehriyeli pirinc pilavi","ayran, mevsim salata, meyve"
2024-02-13,tuesday,kandilli,14.12,146,lunch,mercimek corba,kabak begendili kebap,zy.brokoli,bulgur pilavi,"sutlac, meyve, mevsim salata"
2024-02-14,wednesday,kandilli,8.84,173,lunch,mercimek corba,hasanpasa kofte,falafel,bulgur pilavi,"supangle, portakalli gazoz, mevsim salata"
2024-02-15,thursday,kandilli,6.34,212,lunch,gendime corba,cin usulu  tavuk sote,sebze buketi,mercimekli bulgur pilavi,"meyve, mevsim salata, gazoz"
2024-02-16,friday,kandilli,7.09,134,lunch,domates corba,etli nohut,etsiz nohut,bulgur pilavi,"tursu, mevsim salata, ayran"
2024-02-17,saturday,kandilli,7.34,157,lunch,tarhana corba,bahcivan kebabi,karnabahar yemegi,kuskus,"mevsim salata, meyve, supangle"
2024-02-18,sunday,kandilli,6.99,98,lunch,kafkas corba,etli taze fasulye,etsiz taze fasulye,"sehriyeli pirinc pilavi, bulgur pilavi","mevsim salata, meyve, gazoz"
2024-02-19,monday,kandilli,7.89,147,lunch,alaca corba,meksika usulu tavuk,zy.brokoli,zerdecalli makarna,"fanta, meyve, mor salata"
2024-02-20,tuesday,kandilli,9.04,111,lunch,antep corba,etli kuru fasulye,gemici usulu kuru fasulye,"sehriyeli pirinc pilavi, bulgur pilavi","tursu, ayran, mevsim salata"
2024-02-21,wednesday,kandilli,10.44,186,lunch,suzme mercimek corba,izgara tavuk,mucver,soslu makarna,"supangle, ayran, mevsim salata"
2024-02-22,thursday,kandilli,11.54,114,lunch,tarhana corba,etli turlu,sebze turlu,bulgur pilavi,"yogurt, mevsim salata, limonata"
2024-02-23,friday,kandilli,15.39,228,lunch,ezogelin corba,et doner,kereviz yemegi,sogan halkasi,"ayran, mevsim salata, meyve"
2024-02-24,saturday,kandilli,17.23,218,lunch,kafkas corba,soslu mitite kofte,sebze graten,soslu makarna,"ayran, mevsim salata, meyve"
2024-02-25,sunday,kandilli,18.3,119,lunch,antep corba,etli bezelye,bezelye yemegi,bulgur pilavi,"yogurt, limonata, mevsim salata"
2024-02-26,monday,kandilli,14.62,151,lunch,elvankiz corba,tavuklu mantar sote,mantar sote,"misirli pirinc pilavi, bulgur pilavi","kazandibi, soda, mevsim salata"
2024-02-27,tuesday,kandilli,12.44,88,lunch,gendime corba,etli bezelye,bezelye yemegi,"sehriyeli pirinc pilavi, bulgur pilavi","yogurt, mevsim salata, fanta"
2024-02-28,wednesday,kandilli,12.79,210,lunch,krutonlu domates corba,tavuk doner,falafel,soslu spagetti,"sekerpare, ayran, mevsim salata"
2024-02-29,thursday,kandilli,15.37,164,lunch,tarhana corba,izmir kofte,zy.brokoli,soslu makarna,"limonata, coleslaw salata, meyve"
2024-03-01,friday,kandilli,16.52,169,lunch,ezogelin corba,tavuklu bofstraganof,mantar sote,soslu makarna,"gazoz, profiterol, yesil salata"
2024-03-02,saturday,kandilli,13.91,181,lunch,domates corba,ciftlik kofte,sebze sote,napoliten soslu makarna,"fanta, meyve, tulumba tatlisi"
2024-03-03,sunday,kandilli,10.91,144,lunch,yayla corba,bahcivan kebabi,bezelye yemegi,bulgur pilavi,"yogurt, mevsim salata, limonata"
2024-03-04,monday,kandilli,15.24,137,lunch,kis corbasi,ankara tava,mucver,"zy.taze fasulye, zy.barbunya","meyve, salata, gazoz"
2024-03-05,tuesday,kandilli,12.14,153,lunch,ezogelin corba,etli guvec,sebze sote,bulgur pilavi,"cacik, meyve, soda"
2024-03-06,wednesday,kandilli,8.76,190,lunch,mantar corba,kibrit kebabi,zy.kereviz,bulgur pilavi,"salata, meyve, gazoz"
2024-03-07,thursday,kandilli,11.62,204,lunch,mercimek corba,et doner,zy.enginar,bulgur pilavi,"salata, ayran, meyve"
2024-03-08,friday,kandilli,6.74,160,lunch,domates corba,eksili kofte,karnibahar yemegi,"soslu makarna, su boregi","komposto, mevsim salata, meyve"
2024-03-09,saturday,kandilli,8.47,126,lunch,yayla corba,etli nohut,etsiz nohut,bulgur pilavi,"tursu, cevizli baklava, yogurt"
2024-03-10,sunday,kandilli,12.12,81,lunch,,kiymali karnabahar,karnabahar graten,kuskus,"meyve, kadayifli muhallebi, mevsim salata"
2024-03-11,monday,kandilli,17.22,95,lunch,suzme mercimek corba,tavuk izgara,patatesli mantar graten,"soslu makarna, misirli pirinc pilavi","soda, roka+turp salata, meyve"
2024-03-12,tuesday,kandilli,15.84,65,lunch,saray corba,etli taze fasulye,zy. taze fasulye,bulgur pilavi,"sutlac, mevsim salata, komposto"
2024-03-13,wednesday,kandilli,13.31,34,lunch,cennet corba,kiymali ispanak,ispanak yemegi,"patatesli gul boregi, soslu spagetti","supangle, meyve, mevsim salata"
2024-03-14,thursday,kandilli,14.19,65,lunch,tarhana corba,etli barbunya,sicak barbunya,meyhane pilavi,"tursu, mevsim salata, gazoz"
2024-03-15,friday,kandilli,9.62,84,lunch,sehriye corba,ciftlik kebabi,mucver,"mercimekli bulgur pilavi, zerdecalli pirinc pilavi","yogurt, meyve, soda"
2024-03-16,saturday,kandilli,10.99,40,lunch,ezogelin corba,kiymali yesil mercimek,yesil mercimek yemegi,"su boregi, eriste","meyve, mevsim salata, meyve suyu"
2024-03-17,sunday,kandilli,12.02,73,lunch,mahluta corba,karisik musakka,nohutlu kabak,bulgur pilavi,"cacik, mor salata, baklava"
2024-03-18,monday,kandilli,15.02,70,lunch,mercimek corba,sucuklu kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, meyve, ayran"
2024-03-19,tuesday,kandilli,14.37,79,lunch,sehriye corba,etli turlu,sebze turlu,kuskus,"ayran, cilekli puding, mevsim salata"
2024-03-20,wednesday,kandilli,6.46,104,lunch,mantar corba,ispanakli tavuk sarma,saksuka,"bolonez soslu makarna, garniturlu pirinc pilavi","limonata, mozaik pasta, salata"
2024-03-21,thursday,kandilli,10.29,65,lunch,antep corba,etli manti,vegan manti,"saksuka, zy.barbunya","fanta, kisir, meyve"
2024-03-22,friday,kandilli,8.47,106,lunch,krutonlu domates corba,tavuk kok kanat,yesil mercimek yemegi,"arpa sehriye pilavi, melek pilavi","piyaz, soda, meyve"
2024-03-23,saturday,kandilli,11.64,121,lunch,tutmac corba,pizza,mucver,"soslu spagetti, zy.orbit fasulye","gazoz, mevsim salata, trilece"
2024-03-24,sunday,kandilli,14.59,99,lunch,cennet corba,eksili kofte,mantar sote,"bulgur pilavi, melek pilavi","ayran, yesil salata, kazandibi"
2024-03-25,monday,kandilli,7.99,59,lunch,yayla corba,etli bezelye,bezelye yemegi,"bulgur pilavi, misirli pirinc pilavi","meyve, mevsim salata, limonata"
2024-03-26,tuesday,kandilli,13.24,89,lunch,domates corba,misket kofte,zy.enginar,soslu makarna,"turp salata, meyve, ayran"
2024-03-27,wednesday,kandilli,21.27,119,lunch,domates corba,pilic portekiz,falafel,"garniturlu pirinc pilavi, kori soslu makarna","zerde, ayran, mercimek kofte"
2024-03-28,thursday,kandilli,19.47,65,lunch,sifa corba,kiymali yesil mercimek,yesil mercimek yemegi,"gul boregi, soslu makarna","meyve, mevsim salata, mozaik pasta"
2024-03-29,friday,kandilli,21.94,112,lunch,koy corbasi,kibrit kebabi,zy. bruksel lahanasi,bulgur pilavi,"mevsim salata, cevizli kadayif, soda"
2024-03-30,saturday,kandilli,25.1,104,lunch,mantar corba,izmir kofte,harput kofte,soslu spagetti,"ayran, mevsim salata, meyve"
2024-03-31,sunday,kandilli,22.95,81,lunch,tarhana corba,etli patates oturtma,patates yemegi,peynirli makarna,"meyve suyu, mevsim salata, hosmerim"
2024-04-01,monday,kandilli,23.52,65,lunch,mercimek corba,sucuklu kuru fasulye,etsiz kuru fasulye,bulgur pilavi,"tursu, meyve, soda"
2024-04-02,tuesday,kandilli,24.81,88,lunch,ezogelin corba,izmir kofte,harput kofte,"firin makarna, zerdecalli pirinc pilavi","coleslaw salata, meyve, soda"
2024-04-03,wednesday,kandilli,18.31,86,lunch,mercimek corba,tavuk doner,zy. orbit fasulye,bulgur pilavi,"ayran, mevsim salata, meyve"
2024-04-04,thursday,kandilli,17.84,89,lunch,domates corba,eksili kofte,falafel,"bulgur pilavi, su boregi","salata, meyve, gazoz"
2024-04-05,friday,kandilli,19.94,95,lunch,tarhana corba,etli mantar sote,sebzeli mantar sote,soslu makarna,"meyve, salata, mutebbel"
2024-04-06,saturday,kandilli,19.67,24,lunch,sehriye corba,kiymali yesil mercimek,yesil mercimek yemegi,"soslu spagetti, su boregi","kazandibi, meyve, salata"
2024-04-07,sunday,kandilli,15.06,18,lunch,tarhana corba,ciftlik kebabi,sebze buketi,"bulgur pilavi, melek pilavi","meyve suyu, mercimek kofte, cevizli kadayif"
2024-04-08,monday,kandilli,15.31,14,lunch,krutonlu domates corba,firin tavuk but,zy.barbunya,"gokkusagi pilavi, bulgur pilavi","ayran, mevsim salata, peynir tatlisi"
2024-04-09,tuesday,kandilli,16.72,20,lunch,ezogelin corba,et doner,mucver,"misirli pirinc pilavi, bulgur pilavi","fanta, meyve, amerikan salata"
2024-04-10,wednesday,kandilli,16.22,17,lunch,antep corba,garniturlu tavuk sarma,bezelye yemegi,"melek pilavi, bulgur pilavi","mevsim salata, fanta, meyve"
2024-04-11,thursday,kandilli,18.11,7,lunch,mercimek corba,kiymali ispanak,ispanak yemegi,"gul boregi, soslu spagetti","kadayifli muhallebi, meyve, gazoz"
2024-04-12,friday,kandilli,19.06,19,lunch,sebze corba,pizza,saksuka,"sogan halkasi, zy.enginar","fanta, meyve, mercimek kofte"
2024-04-13,saturday,kandilli,19.02,43,lunch,krutonlu domates corba,soslu tavuk biftek,zy. bruksel lahanasi,"firin makarna, nohutlu pirinc pilavi","meyve, mevsim salata, ayran"
2024-04-14,sunday,kandilli,23.06,83,lunch,ezogelin corba,tavuklu sebze guvec,sebze guvec,"kuskus, bulgur pilavi","cacik, meyve, limonata"
2024-04-15,monday,kandilli,23.94,108,lunch,yayla corba,etli nohut,etsiz nohut,bulgur pilavi,"meyve, limonata, damla sakizli muhallebi"
2024-04-16,tuesday,kandilli,26.48,143,lunch,mantar corba,firin kofte,bulgur kofte,zy.orbit fasulye,"komposto, mevsim salata, meyve"
2024-04-17,wednesday,kandilli,25.64,127,lunch,sehriye corba,pureli tas kebabi,sebze buketi,bulgur pilavi,"ayran, kazandibi, salata"
2024-04-18,thursday,kandilli,15.34,86,lunch,koylu corba,etli taze fasulye,etsiz taze fasulye,"misirli pirinc pilavi, bulgur pilavi","tulumba tatlisi, soda, meyve"
2024-04-19,friday,kandilli,13.64,137,lunch,domates corba,eksili kofte,zy. orbit fasulye,"bulgur pilavi, boncuk makarna","meyve, soda, mevsim salata"
2024-04-20,saturday,kandilli,13.44,180,lunch,ezogelin corba,elbasan tava,zy. bruksel lahanasi,"havuclu pirinc pilavi, eriste","mevsim salata, meyve, supangle"
2024-04-21,sunday,kandilli,18.52,194,lunch,suzme mercimek corba,pilic emense,patates graten,firin makarna,"mevsim salata, meyve, sutlac"
2024-04-22,monday,kandilli,20.11,161,lunch,antep corba,firin kofte,falafel,bulgur pilavi,"havuc borani, mevsim salata, soda"
2024-04-23,tuesday,kandilli,18.86,230,lunch,alaca corba,arnavut cigeri,mucver,kuskus makarna,"piyaz, fanta, meyve"
2024-04-24,wednesday,kandilli,25.69,149,lunch,yayla corba,tavuk but kizartma,zy.enginar,"sehriyeli pirinc pilavi, soslu makarna","ayran, cevizli kadayif, meyve"
2024-04-25,thursday,kandilli,23.8,172,lunch,mantar corba,ciftlik kofte,zy. kereviz,soslu makarna,"cacik, meyve, limonata"
2024-04-26,friday,kandilli,17.55,160,lunch,mercimek corba,cordon bleu,falafel,"eriste, cig kofte","meyve, mevsim salata, soda"
2024-04-27,saturday,kandilli,15.84,87,lunch,tarhana corba,kiymali yesil mercimek,yesil mercimek,"su boregi, soslu makarna","kazandibi, meyve, mevsim salata"
2024-04-28,sunday,kandilli,16.22,191,lunch,mahluta corba,pureli davutpasa kofte,karnabahar yemegi,"soslu makarna, arpa sehriye pilavi","limonata, mevsim salata, meyve"
2024-04-29,monday,kandilli,15.04,157,lunch,mercimek corba,tavuk baget haslama,patates yemegi,bulgur pilavi,"gazoz, meyve, mevsim salata"
2024-04-30,tuesday,kandilli,15.29,118,lunch,koylu corba,etli barbunya,zy.barbunya,"melek pilavi, bulgur pilavi","tursu, meyve, tulumba tatlisi"
2024-05-01,wednesday,kandilli,14.56,271,lunch,mercimek corba,pilic special but,saksuka,"sehriyeli pirinc pilavi, soslu makarna","mor salata, ayran, cevizli kadayif"
2024-05-02,thursday,kandilli,16.06,174,lunch,sehriye corba,pureli rosto kofte,zy.brokoli,"soslu makarna, melek pilavi","limonata, mevsim salata, meyve"
2024-05-03,friday,kandilli,18.89,205,lunch,domates corba,pilic emense,harput kofte,soslu spagetti,"islak kek, meyve, kirmizi pancar salata"
2024-05-04,saturday,kandilli,15.44,202,lunch,koy corbasi,izmir kofte,sebze sote,eriste,"meyve, gazoz, salata"
2024-05-05,sunday,kandilli,15.22,158,lunch,tarhana corba,tavuk haslama,zy.barbunya,"melek pilavi, bulgur pilavi","soda, salata, meyve"
2024-05-06,monday,kandilli,18.05,145,lunch,toyga corba,kabak begendili kebap,kabak kalye,eriste,"meyve, salata, gazoz"
2024-05-07,tuesday,kandilli,21.56,144,lunch,tarhana corba,orman kebabi,bezelye yemegi,bulgur pilavi,"sutlac, meyve, salata"
2024-05-08,wednesday,kandilli,23.3,129,lunch,suzme mercimek corba,meksika soslu tavuk,harput kofte,"sebzeli pirinc pilavi, penne makarna","humus, kola, mor dunya"
2024-05-09,thursday,kandilli,17.11,223,lunch,ezogelin corba,et doner,imambayildi,bulgur pilavi,"meyve, fanta, mevsim salata"
2024-05-10,friday,kandilli,16.05,195,lunch,antep corba,hasanpasa kofte,zy.bamya,bulgur pilavi,"limonata, meyve, mevsim salata"
2024-05-11,saturday,kandilli,15.74,183,lunch,mercimek corba,cordon bleu,sebze buketi,"su boregi, mantar soslu makarna","mevsim salata, kola, meyve"
2024-05-12,sunday,kandilli,19.86,100,lunch,sebze corba,etli bezelye,bezelye yemegi,bulgur pilavi,"yogurt, meyve, kibris tatli, vegan tatli"
2024-05-13,monday,kandilli,13.87,167,lunch,krutonlu domates corba,nohutlu misket kofte,zy.yaprak sarma,"melek pilavi, bulgur pilavi","meyve, mevsim salata, gazoz"
2024-05-14,tuesday,kandilli,16.55,214,lunch,ezogelin corba,patlican oturtma,patlican tava,bulgur pilavi,"cacik, meyve, kazandibi+ vegan tatli"
2024-05-15,wednesday,kandilli,16.73,245,lunch,kafkas corba,tavuk izgara,taze fasulye,"garniturlu pirinc pilavi, soslu spagetti","cig kofte, ayran, meyve"
2024-05-16,thursday,kandilli,16.67,192,lunch,mantar corba,macar gulas,patates graten,bulgur pilavi,"tulumba tatlisi, meyve, limonata"
2024-05-17,friday,kandilli,18.47,212,lunch,krutonlu mercimek corba,meksika soslu tavuk,falafel,"misirli pirinc pilavi, meyhane pilavi","soda, mevsim salata, meyve"
2024-05-18,saturday,kandilli,19.31,185,lunch,domates corba,pizza,mucver,"sogan halkasi, zy. orbit fasulye","kola, meyve, krem sokola"
2024-05-19,sunday,kandilli,16.52,160,lunch,kafkas corba,tavuk haslama,sebze buketi,"bulgur pilavi, melek pilavi","ayran, mevsim salata, kemalpasa, vegan tatli"
2024-05-20,monday,kandilli,18.34,221,lunch,ezogelin corba,mantar soslu tavuk sinitzel,zy.mantar,"soslu spagetti, melek pilavi","kabak tarator, meyve, gazoz"
2024-05-21,tuesday,kandilli,18.97,277,lunch,suzme mercimek corba,pilic topkapi,mucver,"zy. orbit fasulye, sogan halkasi","soda, meyve, mevsim salata"
2024-05-22,wednesday,kandilli,20.69,319,lunch,cerkez corba,tavuk doner,mantar sote,"napoliten soslu makarna, garniturlu pirinc pilavi","mercimek kofte, ayran, meyve"
2024-05-23,thursday,kandilli,18.22,180,lunch,suzme mercimek corba,etli patlican dolma,zy. patlican dolma,"su boregi, makarna","mor lahana salatasi, meyve, kazandibi"
2024-05-24,friday,kandilli,19.67,150,lunch,koylu corba,etli taze fasulye,zy. taze fasulye,"soslu makarna, zerdecalli pirinc pilavi","yogurt, meyve, komposto"
2024-05-25,saturday,kandilli,20.44,173,lunch,yayla corba,pideli kofte,zy.brokoli,"zerdecalli pirinc pilavi, arpa sehriye pilavi","ayran, meyve, soda"
2024-05-26,sunday,kandilli,19.14,112,lunch,antep corba,bahcivan kebabi,zy.taze fasulye,"bulgur pilavi, pirinc pilavi","yogurt, mevsim salata, soda"
2024-05-27,monday,kandilli,17.94,287,lunch,ezogelin corba,bofstrogonof,mantar yemegi,"bulgur pilavi, pirinc pilavi","gazoz, meyve, mevsim salata"
2024-05-28,tuesday,kandilli,19.86,58,lunch,mahluta corba,etli nohut,etsiz nohut,"bulgur pilavi, pirinc pilavi","mevsim salata, tursu, soda"
2024-05-29,wednesday,kandilli,24.14,274,lunch,antep corba,mantar soslu tavuk biftek,karnabahar graten,"nohutlu pirinc pilavi, bulgur pilavi","limonata, cig kofte, cevizli kadayif"
2024-05-30,thursday,kandilli,26.4,191,lunch,tutmac corba,ispanakli tavuk sarma,falafel,"soslu makarna, melek pilavi","ayran, mevsim salata, kisir"
2024-05-31,friday,kandilli,27.44,208,lunch,brokoli corba,izmir kofte,zy.bamya,"soslu makarna, pirinc pilavi","ayran, mevsim salata, meyve"
2024-06-01,saturday,kandilli,28.86,70,lunch,suzme mercimek corba,etli kuru fasulye,etsiz kuru fasulye,"pirinc pilavi, bulgur pilavi","tursu, sutlac, soda"
2024-06-02,sunday,kandilli,32.7,43,lunch,safak corba,kiymali ispanak,ispanak yemegi,"gul boregi, spagetti makarna","supangle, meyve, limonata"
2024-06-03,monday,kandilli,31.23,147,lunch,sebze corba,tas kebabi,yesil mercimek yemegi,"arpa sehriyeli pirinc pilavi, bulgur pilavi","komposto, meyve, misirli salata"
2024-06-04,tuesday,kandilli,32.6,75,lunch,antep corba,etli bezelye,bezelye yemegi,"domatesli arpa sehriye pilavi, melek pilavi","baklava, limonata, salata"
2024-06-05,wednesday,kandilli,27.94,125,lunch,suzme mercimek corba,tavuk sac kavurma,bugdayli semizotu yemegi,"nohutlu pirinc pilavi, penne makarna","fanta, trilece, coban salata"
2024-06-06,thursday,kandilli,26.05,97,lunch,sehriye corba,etli nohut,nohut yemegi,"melek pilavi, pirinc pilavi","tursu, limonata, cevizli kadayif"
2024-06-07,friday,kandilli,26.14,108,lunch,toyga corba,etli guvec,sebze guvec,"soslu makarna, bulgur pilavi","sutlac, meyve, salata"
2024-06-08,saturday,kandilli,25.69,34,lunch,alaca corba,pideli kofte,yesil mercimek,"spagetti makarna, pirinc pilavi","semizotu salata, meyve, meyveli soda"
2024-06-09,sunday,kandilli,26.44,25,lunch,kafkas corba,firin baget,harput kofte,"eriste, garniturlu pirinc pilavi","coban salata, meyve, ayran"
2024-06-10,monday,kandilli,30.42,67,lunch,koylu corba,macar gulas,nohutlu kabak yemegi,"bulgur pilavi, pirinc pilavi","meyveli soda, salata, meyve"
2024-06-11,tuesday,kandilli,35.2,57,lunch,safak corba,kuru kofte,saksuka,"peynirli makarna, pirinc pilavi","meyve, salata, soda"
2024-06-12,wednesday,kandilli,31.23,55,lunch,cesmi nigar corba,kori soslu pilic,zy. patlican dolma,"nohutlu pirinc pilavi, domates soslu makarna","magnolia, coban salata, meyve"
2024-06-13,thursday,kandilli,33.34,58,lunch,tarhana corba,sucuklu kuru fasulye,etsiz kuru fasulye,"bulgur pilavi, melek pilavi","tursu, ayran, krem sokola"
2024-06-14,friday,kandilli,25.1,49,lunch,krotonlu mercimek corba,etli patlican dolma,zy.patlican dolma,"soslu makarna, gul boregi","meyve, misirli salata, soda"
2024-06-15,saturday,kandilli,24.1,2,lunch,soguk ayranasi corba,islim kofte,harput kofte,"misirli pirinc pilavi, soslu makarna","kola, sutlac, salata"
2024-06-16,sunday,kandilli,26.23,1,lunch,domates corba,hunkar begendi,dovmec,"melek pilavi, domatesli bulgur pilavi","yogurt, dondurma, salata"
2024-06-17,monday,kandilli,27.92,1,lunch,ezogelin corba,izgara tavuk,ispanak graten,"sark pilavi, nohutlu pirinc pilavi","ayran, coban salata, meyve"
